,ISBN,title,author,pub_year,publisher,categories,description
2554,846630679X,La caverna = A caverna,Jose Saramago,2002,Punto de Lectura,,
2555,140621334,"Three Men in a Boat, to Say Nothing of the Dog! (Penguin Popular Classics)",Jerome K. Jerome,1994,Penguin Books Ltd,,
2556,440241073,The Summons,John Grisham,2002,Dell Publishing Company,,
2557,553277243,Time Flies,BILL COSBY,1988,Bantam,,
2558,553287303,Second Child,John Saul,1997,Bantam Books,,
2559,451190521,The Green Mile: The Mouse on the Mile (Green Mile Series),Stephen King,1996,Signet Book,,
2560,451190491,The Two Dead Girls (Green Mile Series),Stephen King,1996,Signet Book,,
2561,067187294X,The STALLION,Harold Robbins,1996,Pocket,,
2562,440204429,Perfect Victim,Christine McGuire,1989,Dell Publishing Company,,
2563,2266102621,Les Heures / The Hours,Michael Cunningham,2001,Pocket (FR),,
2564,202025462X,Hygiene De Lassassin,Amelie Nothomb,2002,European Book Co,,
2565,2253044903,Le Parfum : Histoire d'un meurtrier,Patrick SÃ?Â¼skind,1988,LGF,,
2566,2253152846,Metaphysique Des Tubes,Amelie Nothomb,2002,Distribooks Inc,,
2567,345350804,The Best of H. P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft,1987,Del Rey,,
2568,743203178,Nothing Like It In the World : The Men Who Built the Transcontinental Railroad 1863-1869,Stephen E. Ambrose,2001,Simon &amp; Schuster,,
2569,884042847,"The Enemy Within (Mission Earth, Vol 3)",L. Ron Hubbard,1988,Bridge Publications,,
2570,380003821,Dispossessed,Ursula K. Le Guin,1985,Avon Books,,
2571,553205315,Road to Gandolfo,Robert Ludlum,1992,Bantam Doubleday Dell,,
2572,449227421,The Third Twin,Ken Follett,1997,Fawcett Books,,
2573,3442430879,Schau Dich nicht um.,Joy Fielding,1995,Goldmann,,
2574,3426600218,Dinopark/Jurassic Park,Michael Crichton,1994,Distribooks Inc,,
2575,3442723833,Das BlÃ?Â¼tenstaubzimmer.,Zoe Jenny,1999,btb,,
2576,525244581,The Tao of Pooh,Benjamin Hoff,1982,Dutton Books,,
2577,373706847,Married To The Man (Reunited) (Harlequin Superromance No 684),Caroline Arnold,1996,Harlequin,,
2578,440414121,The Watsons Go to Birmingham - 1963 (Yearling Newbery),CHRISTOPHER PAUL CURTIS,1997,Yearling,,
2579,805010858,I Is for Innocent (A Kinsey Millhone Mystery),Sue Grafton,1992,Henry Holt &amp; Company,,
2580,1558506462,Small Miracles: Extraordinary Coincidences from Everyday Life,Yitta Halberstam,1997,Adams Media Corporation,,
2581,140245480,The Red Queen: Sex and the Evolution of Human Nature,Matt Ridley,1995,Penguin (Non-Classics),,
2582,451167716,The Godfather,Mario Puzo,2004,Signet Book,,
2583,440203430,Crimson Joy,Robert B. Parker,1997,Dell Publishing Company,,
2584,446606324,The Winner,David Baldacci,1998,Warner Vision,,
2585,446604089,The Best Laid Plans,Sidney Sheldon,1998,Warner Books,,
2586,446603287,A Wild and Lonely Place (Sharon McCone Mysteries (Paperback)),Marcia Muller,1996,Warner Books,,
2587,451202473,Bones,Jan Burke,2001,Signet Book,,
2588,1558746986,Chicken Soup for the Unsinkable Soul - Stories of Triumphing Over Life's Obstacles,Jack Canfield,1999,Health Communications,,
2589,515132187,The Villa,Nora Roberts,2002,Jove Books,,
2590,394758439,Cultural Literacy: What Every American Needs to Know,E.D. Hirsch Jr.,1988,Vintage Books USA,,
2591,449213447,The Chosen,Chaim Potok,1995,Fawcett Books,,
2592,446670251,The Virgin Suicides,Jeffrey Eugenides,1994,Warner Books,,
2593,8885989403,Va' dove ti porta il cuore (Romanzi e racconti),Susanna Tamaro,1994,Baldini &amp; Castoldi,,
2594,8807809907,Terra!,Benni,,Feltrinelli,,
2595,671015842,Mr. Macgregor,Alan Titchmarsh,1999,Simon &amp; Schuster (Trade Division),,
2596,140622144,To the Lighthouse (Penguin Popular Classics),Virginia Woolf,1996,Penguin Books Ltd,,
2597,034066049X,Well Groomed,Fiona Walker,1997,Coronet Books,,
2598,425154092,From Potter's Field,Patricia Daniels Cornwell,1996,Berkley Publishing Group,,
2599,425179613,It's Not About the Bike: My Journey Back to Life,Lance Armstrong,2001,Berkley Publishing Group,,
2600,375724370,Anil's Ghost (Vintage International),Michael Ondaatje,2001,Vintage Books USA,,
2601,446677671,Sidetracked Home Executives(TM) : From Pigpen to Paradise,Pam Young,2001,Warner Books,,
2602,3453127013,Der Regenmacher.,John Grisham,1997,Heyne,,
2603,330253565,Honourable Schoolboy,John Le Carre,,Pan Books Ltd,,
2604,671014196,The Summerhouse,Jude Deveraux,2002,Pocket,,
2605,688171877,"Ahab's Wife: Or, The Star-Gazer: A Novel",Sena Jeter Naslund,1999,William Morrow,,
2606,871136791,Cold Mountain,Charles Frazier,1997,Atlantic Monthly Press,,
2607,055321277X,Dr. Jekyll and Mr. Hyde (Bantam Classics),ROBERT LOUIS STEVENSON,1982,Bantam,,
2608,553380095,The Heart of a Woman,Maya Angelou,1997,Bantam,,
2609,60391502,The Zone: A Dietary Road Map to Lose Weight Permanently : Reset Your Generic Code : Prevent Disease : Achieve Maximum Physical Performance,Barry Sears,1995,ReganBooks,,
2610,679726225,"Wilderness : The Lost Writings of Jim Morrison (Morrison, Jim, Lost Writings of Jim Morrison (Vintage Books (Firm)), V. 1.)",JIM MORRISON,1989,Vintage,,
2611,440504708,"I'm Good Enough, I'm Smart Enough, and Doggone It, People Like Me! : Daily Affirmations By Stuart Smalley",AL FRANKEN,1992,Dell,,
2612,671521136,MARY REILLY : MARY REILLY (Movie-Tie-in),Valerie Martin,1996,Pocket,,
2613,440473500,RAMONA QUIMBY AGE 8 (Ramona Quimby (Paperback)),BEVERLY CLEARY,1982,Yearling,,
2614,743423682,Hollywood Wives - The New Generation,Jackie Collins,2002,Pocket,,
2615,525945938,Scarlet Feather,Maeve Binchy,2001,Dutton Books,,
2616,042516876X,Range of Motion,Elizabeth Berg,2000,Berkley Publishing Group,,
2617,385496095,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,2000,Anchor Books/Doubleday,,
2618,385475721,The Blind Assassin,Margaret Atwood,2000,Nan A. Talese,,
2619,61096253,The Butter Did It : A Gastronomic Tale of Love and Murder (Chas Wheatley Mysteries),Phyllis Richman,1998,HarperTorch,,
2620,1551667509,Haunted,Heather Graham,2003,Mira,,
2621,425068099,The Witness for the Prosecution and Other Stories,Agatha Christie,1996,Berkley Publishing Group,,
2622,449146391,Murder at the PTA Luncheon,VALERIE WOLZIEN,1990,Fawcett,,
2623,679405283,The Tale of the Body Thief (Vampire Chronicles),Anne Rice,1992,Alfred A. Knopf,,
2624,440508975,Bibliotherapy: The Girl's Guide to Books for Every Phase of Our Lives,Nancy K. Peske,2001,Dell Publishing Company,,
2625,515137111,Birthright,Nora Roberts,2004,Jove Books,,
2626,345456939,Gone Too Far,SUZANNE BROCKMANN,2004,Ballantine Books,,
2627,60504110,Die in Plain Sight,Elizabeth Lowell,2004,Avon Books,,
2628,743469844,Flirting with Pete : A Novel,Barbara Delinsky,2004,Pocket,,
2629,553583573,Dark Horse,TAMI HOAG,2004,Bantam,,
2630,880781000X,La Casa Degli Spiriti,Isabel Allende,1995,Feltrinelli,,
2631,451205561,The Chocolate Cat Caper,Joanna Carl,2002,Signet Book,,
2632,1551667371,Thicker Than Water,Maggie Shayne,2003,Mira Books,,
2633,1551667398,The Bad Witness,Laura Van Wormer,2003,Mira Books,,
2634,553107380,Pawing Through the Past (Mrs. Murphy Mysteries (Hardcover)),Rita Mae Brown,2000,Bantam Books,,
2635,375406182,Plainsong,Kent Haruf,1999,Alfred A. Knopf,,
2636,553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam,,
2637,345389964,A Son of the Circus,John Irving,1995,Ballantine Books,,
2638,679751521,Midnight in the Garden of Good and Evil,John Berendt,1999,Vintage Books USA,,
2639,1888054557,Postmarked Yesteryear: 30 Rare Holiday Postcards,Pamela E. Apkarian-Russell,2001,Collectors Press,,
2640,312099045,Route 66 Postcards: Greetings from the Mother Road,Michael Wallis,1993,St. Martin's Press,,
2641,312966091,Three To Get Deadly : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,1998,St. Martin's Paperbacks,,
2642,385265565,There Are No Children Here: The Story of Two Boys Growing Up in the Other America,Alex Kotlowitz,1992,Anchor,,
2643,670813648,Misery,Stephen King,1990,Viking Books,,
2644,399144315,The Cat Who Saw Stars,Lilian Jackson Braun,1999,Putnam Pub Group,,
2645,786883219,Brain Droppings,George Carlin,1998,Hyperion,,
2646,375504613,A Short Guide to a Happy Life,ANNA QUINDLEN,2000,Random House,,
2647,785263535,"The Savage Nation: Saving America from the Liberal Assault on Our Borders, Language and Culture",Michael Savage,2003,WND Books,,
2648,380896389,Until Proven Guilty,J.A. Jance,1985,Avon,,
2649,380896419,Injustice for All: A J.P. Beaumont Mystery,J.A. Jance,2004,Avon,,
2650,671001795,Two for the Dough,Janet Evanovich,1996,Pocket,,
2651,425161285,Turtle Moon,Alice Hoffman,1997,Berkley Publishing Group,,
2652,156904365,Till We Have Faces: A Myth Retold,C. S. Lewis,1980,Harvest Books,,
2653,8804342838,Due di due (Bestsellers),Andrea De Carlo,1991,A. Mondadori,,
2654,014034991X,Westing Game,Ellen Raskin,1992,Puffin Books,,
2655,440414539,Lily's Crossing (Yearling Newbery),Patricia Reilly Giff,1999,Yearling Books,,
2656,553274295,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books,,
2657,590926675,"So Far From Home : The Diary of Mary Driscoll, an Irish Mill Girl, Lowell, Massachusetts, 1847 (Dear America)",Barry Denenberg,1997,Scholastic,,
2658,743490398,The Ultimate Weight Solution Food Guide,Phil McGraw,2003,Pocket,,
2659,451524667,Animal Farm,George Orwell,1990,New Amer Library Classics,,
2660,446600253,"Bless Me, Ultima",Rudolfo Anaya,1994,Warner Books,,
2661,345386744,The Talismans of Shannara (Heritage of Shannara (Paperback)),Terry Brooks,1994,Del Rey Books,,
2662,671039857,The End of the Rainbow (Hudson),V.C. Andrews,2001,Pocket,,
2663,671039830,"Eye Of The Storm (Hudson, Book 3)",V.C. Andrews,2000,Pocket,,
2664,671007696,Lightning Strikes (Hudson),V.C. Andrews,2000,Pocket,,
2665,067100767X,Rain,V.C. Andrews,2000,Pocket Books,,
2666,140063838,Clinging to the Wreckage,John Mortimer,1983,Penguin Books Ltd,,
2667,1558748040,"Chicken Soup for the Teenage Soul Letters - Letters of Life, Love and Learning (Chicken Soup for the Teenage Soul)",Jack Canfield,2001,Health Communications,,
2668,743403614,Orphans (Orphans Series),V.C. Andrews,2000,Pocket,,
2669,8495501074,Ensayo sobre la ceguera,Jose Saramago,2001,Santillana USA Publishing Company,,
2670,821767240,An Unwilling Bride,Jo Beverley,2000,Zebra Books,,
2671,515135356,Crime School,Carol O'Connell,2003,Jove Books,,
2672,316782262,All He Ever Wanted,Anita Shreve,2003,"Little, Brown",,
2673,525945210,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer,1999,Dutton Books,,
2674,786869054,The Sunday Wife: A Novel,Cassandra King,2002,Hyperion,,
2675,446530387,Stone Kiss (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman,2002,Warner Books,,
2676,688177743,Keeping Faith : A Novel,Jodi Picoult,2000,Perennial,,
2677,375413634,The Emperor of Ocean Park (Today Show Book Club #1),Stephen L. Carter,2002,Alfred A. Knopf,,
2678,425147762,Red Azalea,Anchee Min,1995,Berkley Publishing Group,,
2679,399149295,Blood Orchid (Holly Barker Novels (Hardcover)),Stuart Woods,2002,Putnam Adult,,
2680,66212693,Good Girls Gone Bad,Jillian Medoff,2002,William Morrow,,
2681,670031062,Must Love Dogs: A Novel,Claire Cook,2002,Viking Books,,
2682,679439382,The Little Friend,Donna Tartt,2002,Alfred A. Knopf,,
2683,451179188,Throat,Peter Straub,1999,Signet Book,,
2684,61098035,Burn Factor,Kyle Mills,2002,HarperTorch,,
2685,312926456,"Unanswered Cries : A True Story Of Friends, Neighbors, And Murder In A Small Town",Thomas French,1992,St. Martin's Paperbacks,,
2686,786889837,Buried Evidence,Nancy Taylor Rosenberg,2002,Hyperion,,
2687,804108749,Saint Maybe,ANNE TYLER,1992,Ivy Books,,
2688,425121631,Rules of Prey,John Sandford,1992,Berkley Publishing Group,,
2689,345402308,Fourth Procedure,STANLEY POTTINGER,1995,Ballantine Books,,
2690,451168690,Mystery,Peter Straub,1997,Signet Book,,
2691,067945960X,Monster: A Novel,Jonathan Kellerman,1999,Random House Inc,,
2692,316693235,Violets Are Blue,James Patterson,2001,"Little, Brown",,
2693,451188616,The Heir,Catherine Coulter,1996,Signet Book,,
2694,050552208X,A Darker Dream,Amanda Ashley,1997,Love Spell,,
2695,380820846,Romancing Mister Bridgerton,Julia Quinn,2002,Avon,,
2696,425153975,The Eyes of Darkness,Dean R. Koontz,1996,Berkley Publishing Group,,
2697,425119653,Mutation,Robin Cook,1991,Berkley Publishing Group,,
2698,553579983,And Then You Die,Iris Johansen,1998,Bantam,,
2699,399149325,Portrait of a Killer: Jack the Ripper -- Case Closed,Patricia Cornwell,2002,G. P. Putnam's Sons,,
2700,446610852,The Kissing Game,Kasey Michaels,2003,Warner Forever,,
2701,671744577,Eternity,Jude Deveraux,1992,Pocket,,
2702,373261047,Real Murders,Richard Harris,1992,Worldwide Library,,
2703,743233468,Bare Bones : A Novel,Kathy Reichs,2003,Scribner,,
2704,804114986,The Bonesetter's Daughter,Amy Tan,2002,Ballantine Books,,
2705,380808072,First Lady,Susan Elizabeth Phillips,2000,Avon,,
2706,067179356X,In the Name of Love : Ann Rule's Crime Files Volume 4 (Ann Rule's Crime Files),Ann Rule,1998,Pocket,,
2707,380750848,A Heart So Wild,Johanna Lindsey,1986,Avon,,
2708,446611808,Envy,Sandra Brown,2002,Warner Books,,
2709,553583360,Slightly Shady,Amanda Quick,2002,Bantam Books,,
2710,446600709,Assumed Identity,David Morrell,1994,Warner Books,,
2711,671019929,ESAU,Philip Kerr,1998,Pocket,,
2712,425178579,Betrayal in Death,Nora Roberts,2001,Berkley Publishing Group,,
2713,1551669498,Girls Night,Stef Ann Holm,2002,Mira,,
2714,345430786,Manifold: Space (Manifold (Paperback)),Stephen Baxter,2002,Del Rey Books,,
2715,316710571,Sam's Letters to Jennifer,James Patterson,2004,"Little, Brown",,
2716,312319142,Paranoia : A Novel,Joseph Finder,2004,St. Martin's Press,,
2717,345453417,"Cry No More (Howard, Linda)",LINDA HOWARD,2003,Ballantine Books,,
2718,553802526,The Killing Hour,LISA GARDNER,2003,Bantam,,
2719,399150854,Blacklist: A V.I. Warshawski Novel,Sara Paretsky,2003,Putnam Publishing Group,,
2720,446531421,Still Life With Crows,Lincoln Child,2003,Warner Books,,
2721,399150870,Stone Cold: A Jesse Stone Novel,Robert B. Parker,2003,Putnam Publishing Group,,
2722,399149821,Dirty Work,Stuart Woods,2003,Putnam Publishing Group,,
2723,553802496,Odd Thomas,Dean Koontz,2003,Bantam,,
2724,345452577,The Conspiracy Club,JONATHAN KELLERMAN,2003,Ballantine Books,,
2725,1400041414,The Murder Room,P.D. JAMES,2003,Knopf,,
2726,525947655,A Perfect Day,Richard Paul Evans,2003,Dutton Books,,
2727,399148760,Seizure,Robin Cook,2003,Putnam Publishing Group,,
2728,316603287,The Lake House,James Patterson,2003,"Little, Brown",,
2729,399145664,Family Honor,Robert B. Parker,1999,Putnam Pub Group,,
2730,425178102,Big Trouble,Dave Barry,2001,Berkley Publishing Group,,
2731,553580515,Passage,Connie Willis,2002,Bantam Books,,
2732,515123293,The Last Heroes (Men at War (Paperback Jove)),W. E. B. Griffin,1998,Jove Books,,
2733,312985207,Stephen Coonts' Deep Black (Deep Black),Stephen Coonts,2003,St. Martin's Paperbacks,,
2734,312981260,Temple,Matthew Reilly,2002,St. Martin's Paperbacks,,
2735,425122956,Majestic,Whitley Strieber,1990,Berkley Publishing Group,,
2736,451208765,Sleep No More,Greg Iles,2003,Signet Book,,
2737,618129022,The Lord of the Rings (Movie Art Cover),J.R.R. Tolkien,2001,Houghton Mifflin Company,,
2738,345423402,A Kiss of Shadows (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2002,Ballantine Books,,
2739,345423429,A Caress of Twilight (Meredith Gentry Novels (Paperback)),LAURELL K. HAMILTON,2003,Fawcett,,
2740,034544356X,"Seduced By Moonlight (Hamilton, Laurell K)",LAURELL K. HAMILTON,2004,Ballantine Books,,
2741,743454146,The Footprints of God : A Novel,Greg Iles,2004,Pocket Star,,
2742,451210840,"The Gunslinger (The Dark Tower, Book 1)",Stephen King,2003,New American Library,,
2743,425152367,Private Altars,Katherine Mosby,1996,Berkley Publishing Group,,
2744,553106643,Fear Nothing,DEAN KOONTZ,1998,Bantam,,
2745,449223795,The Homing,John Saul,1995,Fawcett Books,,
2746,312144075,The Samurai's Garden : A Novel,Gail Tsukiyama,1996,St. Martin's Griffin,,
2747,684869233,The Burning Times : A Novel of Medieval France,Jeanne Kalogridis,2001,Simon &amp; Schuster,,
2748,156007479,Slammerkin,Emma Donoghue,2002,Harvest Books,,
2749,61031844,The Book of Shadows,James Reese,2002,HarperTorch,,
2750,312267177,Catfish and Mandala : A Two-Wheeled Voyage through the Landscape and Memory of Vietnam,Andrew X. Pham,2000,Picador,,
2751,345434943,Song of the Exile (Ballantine Reader's Circle),Kiana Davenport,2000,Ballantine Books,,
2752,875421849,Living Wicca: A Further Guide for the Solitary Practitioner (Llewellyn's Practical Magick),Scott Cunningham,1993,Llewellyn Publications,,
2753,786868619,Stolen Lives: Twenty Years in a Desert Jail,Malika Oufkir,2001,Talk Miramax Books,,
2754,345442741,Welcome to the Great Mysterious (Ballantine Reader's Circle),LORNA LANDVIK,2002,Ballantine Books,,
2755,671723650,How To Win Friends And Influence People,Dale Carnegie,1990,Pocket,,
2756,671733354,How to Stop Worrying and Start Living,Dale Carnegie,1990,Pocket,,
2757,451206525,Dead Sleep,Greg Iles,2002,Signet Book,,
2758,451167317,The Dark Half,Stephen King,1994,Signet Book,,
2759,590444646,Caddie Woodlawn,Carol Brink,,Scholastic Inc,,
2760,671517643,LITTLE WOMEN,Louisa May Alcott,1994,Pocket,,
2761,345428455,"Vector Prime (Star Wars: The New Jedi Order, Book 1)",R. A. Salvatore,2000,Del Rey Books,,
2762,671541749,"Invasion: The Soldiers of Fear (Star Trek: The Next Generation, No. 41)",Dean Wesley Smith,1996,Star Trek,,
2763,786913886,"The Silent Blade (Forgotten Realms:  Paths of Darkness, Book 1)",R. A. Salvatore,1999,Wizards of the Coast,,
2764,399144706,River's End,Nora Roberts,1999,Putnam Publishing Group,,
2765,140444173,War and Peace (Penguin Classics),Leo Tolstoy,1982,Penguin Books,,
2766,1560760478,Sojourn (Forgotten Realms Novel: Dark Elf Trilogy),R.A. Salvatore,1991,Wizards of the Coast,,
2767,880389052,"Homeland (Forgotten Realms: The Dark Elf Trilogy, Book 1)",R.A. Salvatore,1990,Wizards of the Coast,,
2768,880389206,Exile (Forgotten Realms: Dark Elf Trilogy),R. A. Salvatore,1996,Wizards of the Coast,,
2769,345396936,Cry to Heaven,Anne Rice,1995,Ballantine Books,,
2770,014010870X,Life and Death in Shanghai,Nien Cheng,1988,Penguin Books,,
2771,330306839,Holidays In Hell,P J Orourke,,Pan Books Ltd,,
2772,786881275,The Postman,Antonio Skarmeta,1995,Hyperion Books,,
2773,394587545,The Waterworks,E. L. Doctorow,1994,Random House Inc,,
2774,590466178,"Night of the Living Dummy (Goosebumps, No 7)",R. L. Stine,1995,Scholastic,,
2775,380819600,"Take Me, I'm Yours (Avon Light Contemporary Romances)",Elizabeth Bevarly,2002,Avon,,
2776,312980159,Fast Women,Jennifer Crusie,2002,St. Martin's Press,,
